_id,cdliNumber,bmIdNumber,accession,genre,fincke,publicationPlace,joins,subcollection,description,length,width,thickness,collection,script,date,folio,register,transliteration,notes
"BM.63244","","348034","1882,0918.3213","","","","","","Clay tablet; fragment; deliveries including for Akitu; Late Babylonian.","5,93","3,39","","Sippar","","","WGL 10235","","",""
"BM.63584","","347694","1882,0918.3551","","","","","","Clay tablet; fragment; copy of ancient inscription mentioning Gula; colophon; Late Babylonian.","7,62","3,49","","Sippar","","","WGL 10235","","",""
"BM.63606","","347672","1882,0918.3573","","","","1882,0918.6882; 66888","","Clay tablet; fragment; Sumerian incantation to Utu; glosses; Late Babylonian.","5,93","5,08","","Sippar","","","WGL 10049","","",""
"BM.63645","","347633","1882,0918.3612","","","","","","Clay tablet; fragment; summary of list of male and female names; two columns; Late Babylonian.","5,72","4,45","","Sippar","","","WGL 10235","","",""
"BM.63653","P349635","347625","1882,0918.3620","","","AOAT 275, 470, BM 063653","","","Clay tablet; fragment; school text; hymn to Nab&#251;; Late Babylonian.","7,62","7,62","","Sippar","","","WGL 09829 ₤ WGL 09939 ₤ WGL 10235","","",""
"BM.64189","","347083","1882,0918.4164","","","","","","Clay tablet; fragment; Late Babylonian.","8,57","7,3","","Sippar","","","WGL 09188","","",""
"BM.64203","","347069","1882,0918.4178","","","","","","Clay tablet; fragment; Late Babylonian.","10,8","5,72","","Sippar","","","WGL 09971","","",""
"BM.64257","","347016","1882,0918.4233","","","","1882,0714.3949; 59539","","Clay tablet.","6,03","6,99","","Sippar","","","WGL 09832 ₤ WGL 09922","","",""
"BM.64268","","347005","1882,0918.4244","","","","","","Clay tablet; fragment; incantation; ritual for sorcery; colophon; Late Babylonian.","3,49","6,99","","Sippar","","","WGL 10236","","",""
"BM.64270","","347003","1882,0918.4246","","","","1882,0522.1248; 54918 + 1882,0918.8434; 68436 + 1882,0918.13634; 73623","","Clay tablet.","6,03","3,97","","Sippar","","","WGL 09836","","",""
"BM.64275","","346998","1882,0918.4251","","","","","","Clay tablet; fragment; Sumerian literary; Late Babylonian.","4,45","2,86","","Sippar","","","WGL 10235","","",""
"BM.64311","","346962","1882,0918.4287","","","","","","Clay tablet; fragment; Maqlu VII; Late Babylonian.","3,49","4,92","","Sippar","","","WGL 09970","","",""
"BM.64323","","346950","1882,0918.4299","","","","","","Clay tablet; fragment; economic; Late Babylonian.","6,35","5,08","","Sippar","","","WGL 09860","","",""
"BM.64336","","346937","1882,0918.4312","","","","","","Clay tablet; fragment; Namburbu; Late Babylonian.","5,4","7,3","","Sippar","","","WGL 09862 ₤ WGL 10236","","",""
"BM.64354","","346919","1882,0918.4330","","","","","","Clay tablet; fragment; literary; bilingual incantation and ritual against snakebite; Late Babylonian.","7,94","5,4","","Sippar","","","WGL 09863 ₤ WGL 10236","","",""
"BM.64358","","346915","1882,0918.4334","","","","1882,0918.11519; 71517","","Clay tablet; fragment; rituals and incantations; Late Babylonian.","9,84","8,89","","Sippar","","","WGL 09864","","",""
"BM.64362","","346911","1882,0918.4338","","","","","","Clay tablet; fragment; phrases; Late Babylonian.","5,72","8,89","","Sippar","","","WGL 10237","","",""
"BM.64364","","346909","1882,0918.4340","","","","","","Clay tablet; fragment; rituals and incantations; Namburbu(?); Late Babylonian.","7,94","6,67","","Sippar","","","WGL 09861 ₤ WGL 10107 ₤ WGL 10237","","",""
"BM.64377","","346893","1882,0918.4356","","","","1883,0118,AH.1464; 76099","","Clay tablet; fragment; lexical; Late Babylonian.","13,34","7,3","","Sippar","","","WGL 09277 ₤ WGL 10215","","",""
"BM.64396","","346872","1882,0918.4376","","","","","","Clay tablet; fragment; lexical extracts from Hh II, III and IV; Late Babylonian.","6,35","7,62","","Sippar","","","WGL 10237","","",""
"BM.64483","","346785","1882,0918.4463","","","","1882,0918.14132; 74121","","Clay tablet; fragment; school exercise; Late Babylonian.","11,43","10,16","","Sippar","","","WGL 10238","","",""
"BM.64495","P349640","346773","1882,0918.4475","","","AOAT 275, 482, BM 064495","","","Clay tablet; fragment; obverse contains list of signs; reverse contains hymn to Nabu; Late Babylonian.","6,67","6,35","","Sippar","","","WGL 09940 ₤ WGL 10238","","",""
"BM.64496","P349641","346772","1882,0918.4476","","","AOAT 275, 484, BM 064496","","","Clay tablet; fragment; school exercise; Late Babylonian.","7,62","4,13","","Sippar","","","WGL 10238","","",""
"BM.64514","","346754","1882,0918.4494","","","","","","Clay tablet; fragment; Maqlu III; colophon; Late Babylonian.","6,99","8,89","","Sippar","","","WGL 09970","","",""
"BM.64517","","346751","1882,0918.4497","","","","","","Clay tablet; fragment; rituals Nd incarnations; same genre as KAR 298; Late Babylonian.","10,48","7,62","","Sippar","","","WGL 10238","","",""
"BM.64518","","346748","1882,0918.4498","","","","","","Clay tablet; fragment; prayer on behalf of king; Late Babylonian.","6,99","5,08","","Sippar","","","WGL 10239","","",""
"BM.64526","","346740","1882,0918.4506","","","","","","Clay tablet; fragment; incantation and ritual against šibit &lt;shadi&gt;; Late Babylonian.","6,03","5,4","","Sippar","","","WGL 10240-41","","",""
"BM.64676","","346590","1882,0918.4657","","","","","","Clay tablet; fragment; lexical; paradigms; literary extract; Late Babylonian.","4,45","7,62","","Sippar","","","WGL 10237","","",""
"BM.64691","","346575","1882,0918.4672","","","","","","Clay tablet; fragment; Late Babylonian copy of Old Babylonian royal inscription; Late Babylonian.","5,4","5,4","","Sippar","","","WGL 10239","","",""
"BM.65151","","346115","1882,0918.5132","","","","","","Clay tablet; fragment; Topography of Babylon; Late Babylonian.","6,03","8,26","","Sippar","","","WGL 09877","","",""
"BM.65154","","346112","1882,0918.5135","","","","1882,0918.6611; 66618","","Clay tablet; fragment; school exercise; Late Babylonian.","5,72","7,62","","Sippar","","","WGL 10240","","",""
"BM.65214","P429483","346050","1882,0918.5197","","","","","","Clay tablet; fragment; Erimḫush VI; Late Babylonian.","4,45","3,49","","Sippar","","","WGL 09876","","",""
"BM.65217","","346047","1882,0918.5200","","","","1882,0918.6609; 66616","","Clay tablet; fragment; literary; musical tuning; Neo-Assyrian script","5,08","4,13","","Sippar","","","WGL 09876","","",""
"BM.65299","","345965","1882,0918.5284","","","","","","Clay tablet; near complete; literary; confessional prayer; Late Babylonian.","6,03","4,76","","Sippar","","","WGL 09877 ₤ WGL 10242","","",""
"BM.65326","","345938","1882,0918.5311","","","","","","Clay tablet; fragment; river incantation; Late Babylonian.","6,03","4,13","","Sippar","","","WGL 09480","","",""
"BM.65331","","345933","1882,0918.5316","","","","","","Clay tablet; fragment; list of missing temple objects(?); mentions Tiamat; Babylon; Late Babylonian.","6,03","5,08","","Sippar","","","WGL 09876","","",""
"BM.65452","","345810","1882,0918.5439","","","","","","Clay tablet; fragment; Sumerian literary; Late Babylonian.","3,81","4,45","","Sippar","","","WGL 10241","","",""
"BM.65454","","345808","1882,0918.5441","","","","1882,0918.8067; 68069 + 1883,0121.117; 82954 + 1883,0121.1786; 93050","","Clay tablet; fragment; prayer to Ishtar; Late Babylonian.","5,4","5,08","","Sippar","","","WGL 10031","","",""
"BM.65458","","345804","1882,0918.5445","","","","1883,0118,AH.1861; 76491 + 1883,0121.195; 83032 + 1883,0121.205; 83042 + 1883,0121.81; 82918 + 1883,0118,AH.2055; 76684 + 1883,0118,AH.2073; 76702 + 1883,0121.143; 82980","","Clay tablet; fragment; bilingual incantation; Late Babylonian.","6,03","6,99","","Sippar","","","WGL 09923 ₤ WGL 09965","","",""
"BM.65463","P345759","345799","1882,0918.5450","","","","","","Clay tablet; fragment; bilingual Tammuz litany; similar to SBH texts; Late Babylonian.","7,62","6,99","","Sippar","","","WGL 09872 ₤ WGL 10243","","",""
"BM.65477","","345785","1882,0918.5464","","","","","","Clay tablet; fragment; bilingual; incantation to Tigris riverl ritual instructions and colophon; Late Babylonian.","6,99","5,4","","Sippar","","","WGL 10241","","",""
"BM.65519","P345760","345743","1882,0918.5505","","","","","","Clay tablet; fragment; bilingual; Late Babylonian.","6,03","7,94","","Sippar","","","WGL 09873","","",""
"BM.65520","","345742","1882,0918.5506","","","","1882,0714.3105; 58696","","Clay tablet; fragment; bilingual incantation; Late Babylonian.","7,62","8,26","","Sippar","","","WGL 09874","","",""
"BM.65525","","345737","1882,0918.5511","","","","","","Clay tablet; fragment; school exercise; Hh III, IV; Late Babylonian.","4,76","6,99","","Sippar","","","WGL 09276 ₤ WGL 10241","","",""
"BM.65578","","345683","1882,0918.5565","","","","1882,0918.12189; 72184","","Clay tablet; fragment; school exercise; god list; Late Babylonian.","12,7","6,67","","Sippar","","","WGL 10303","","",""
"BM.65620","","345641","1882,0918.5607","","","","","","Clay tablet; fragment; school exercise; hulbazizi; Late Babylonian.","7,62","10,16","","Sippar","","","WGL 09964","","",""
"BM.65637","","345623","1882,0918.5625","","","","","","Clay tablet; fragment; prayer to Marduk(?); two columns; Late Babylonian.","8,26","8,89","","Sippar","","","WGL 10246","","",""
"BM.65668","","345591","1882,0918.5658","","","","","","Clay tablet; fragment; sale(?) of fields; Late Babylonian.","6,67","5,93","","Sippar","","","WGL 10244-45","","",""
"BM.65704","","345555","1882,0918.5694","","","","1882,0918.6583; 66590","","Clay tablet; fragment; school exercise; Late Babylonian.","10,8","13,34","","Sippar","","","WGL 10243","","",""
"BM.65943","","345316","1882,0918.5935","","","","","","Clay tablet; fragment; school exercise; lexical; Late Babylonian.","6,35","4,45","","Sippar","","","WGL 10247","","",""
"BM.65949","","345310","1882,0918.5941","","","","","","Clay tablet; fragment; school exercise; Late Babylonian.","6,67","3,49","","Sippar","","","WGL 10247","","",""
"BM.66099","","345159","1882,0918.6090","","","","","","Clay tablet; fragment; sales document; Late Babylonian.","4,45","3,49","","Sippar","","","WGL 09883","","",""
"BM.66116","P349656","345142","1882,0918.6107","","","AOAT 275, 506, BM 066116","","","Clay tablet; fragment; school exercise; rev. lexical; obv, bilingual; utukki lemnuti(?); Late Babylonian.","4,76","3,49","","Sippar","","","WGL 10245","","",""
"BM.66141","","345117","1882,0918.6132","","","","1883,0118,AH.1667; 76299 + 1883,0118,AH.2050; 76679","","Clay tablet; fragment; hemerology; first pirsu of DISH ITU.BARA SAG.SAG; Late Babylonian.","5,08","8,89","","Sippar","","","WGL 09874-75","","",""
"BM.66181","","345077","1882,0918.6172","","","","","","Clay tablet; fragment; literary; astro-mythological; Late Babylonian.","3,81","4,76","","Sippar","","","WGL 09872 ₤ WGL 10248","","",""
"BM.66282","","344976","1882,0918.6273","","","","","","Clay tablet; fragment; lexical; Late Babylonian.","4,13","6,99","","Sippar","","","WGL 10249","","",""
"BM.66471","P349657","344784","1882,0918.6464","","","AOAT 275, 508, BM 066471","","","Clay tablet; fragment; school exercise; Late Babylonian.","7,3","6,03","","Sippar","","","WGL 10248","","",""
"BM.66534","","344723","1882,0918.6527","","","","","","Clay tablet; fragment; topographical description of Babylon(?); Late Babylonian.","5,4","5,08","","Sippar","","","WGL 09873","","",""
"BM.66557","","344700","1882,0918.6550","","","","","","Clay tablet; fragment; Hh III; literary extract; Late Babylonian.","2,22","6,35","","Sippar","","","WGL 10244","","",""
"BM.66558","","344699","1882,0918.6551","","","","","","Clay tablet; fragment; literary; Marduk prayer 2; Late Babylonian.","4,76","3,81","","Sippar","","","WGL 09871","","",""
"BM.66564","","344693","1882,0918.6557","","","","","","Clay tablet; fragment; omens; extispicy(?); Late Babylonian.","2,86","5,72","","Sippar","","","WGL 10248","","",""
"BM.66574","","344683","1882,0918.6567","","","","","","Clay tablet; fragment; Hemerology; Late Babylonian.","5,4","2,86","","Sippar","","","WGL 09875","","",""
"BM.66579","","344678","1882,0918.6572","","","","","","Clay tablet; fragment; literary; two columns; Late Babylonian.","4,76","5,4","","Sippar","","","WGL 09874 ₤ WGL 10249","","",""
"BM.66587","","344670","1882,0918.6580","","","","","","Clay tablet; fragment; prayer; Late Babylonian.","8,26","10,16","","Sippar","","","WGL 10249","","",""
"BM.66588","P349659","344669","1882,0918.6581","","","AOAT 275, 510, BM 066588","","","Clay tablet; fragment; school exercise; Late Babylonian.","7,3","5,08","","Sippar","","","WGL 10248","","",""
"BM.66597","P349661","344660","1882,0918.6590","","","AOAT 275, 513, BM 066597","","","Clay tablet; fragment; school exercise; god list; Late Babylonian.","6,35","6,03","","Sippar","","","WGL 10250","","",""
"BM.66606","","344651","1882,0918.6599","","","","1882,0918.12037; 72033","","Clay tablet; fragment; commentary on En el; Late Babylonian.","4,76","4,13","","Sippar","","","WGL 09877","","",""
"BM.66607","P349664","344650","1882,0918.6600","","","AOAT 275, 517, BM 066607","","","Clay tablet; fragment; lexical; Hh I etc.; Late Babylonian.","3,81","6,99","","Sippar","","","WGL 10250","","",""
"BM.66609","P349665","344648","1882,0918.6602","","","AOAT 275, 518, BM 066609","","","Clay tablet; fragment; school exercise; Marduk prayer 2; lexical; series of Gilgamesh, etc.; Late Babylonian.","2,86","6,99","","Sippar","","","WGL 09877","","",""
"BM.66610","","344647","1882,0918.6603","","","","","","Clay tablet; fragment; obverse has list of daughters of temples; ""esoteric"" cultic commentary; colophon; Late Babylonian.","4,13","4,45","","Sippar","","","WGL 09843 ₤ WGL 10305","","",""
"BM.66611","","344646","1882,0918.6604","","","","","","Clay tablet; near complete; bird omens; Late Babylonian.","6,67","4,45","","Sippar","","","WGL 10250","","",""
"BM.66614","","344643","1882,0918.6607","","","","","","Clay tablet; fragment; late Sumerian; literary; Late Babylonian.","4,13","4,13","","Sippar","","","WGL 09878","","",""
"BM.66622","","344635","1882,0918.6615","","","","","","Clay tablet; fragment; school exercise; Hh III; Late Babylonian.","7,62","4,45","","Sippar","","","WGL 10250","","",""
"BM.66625","P349666","344632","1882,0918.6618","","","AOAT 275, 519, BM 066625","","","Clay tablet; complete; school exercise; Hh I and literary extract; Late Babylonian.","4,76","6,03","","Sippar","","","WGL 09878 ₤ WGL 10252","","",""
"BM.66627","","344630","1882,0918.6620","","","","1882,0918.6651","","Clay tablet; fragment; Akkadian literary; hymn or prayer to Ishtar(?); Late Babylonian.","3,49","6,99","","Sippar","","","WGL 09879","","",""
"BM.66628","","344629","1882,0918.6621","","","","","","Clay tablet; fragment; bilingual incantations; Late Babylonian.","5,08","4,76","","Sippar","","","WGL 09878 ₤ WGL 10251","","",""
"BM.66629","","344628","1882,0918.6622","","","","","","Clay tablet; fragment; school exercise; lexical; Late Babylonian.","7,3","7,94","","Sippar","","","WGL 10251","","",""
"BM.66635","","344622","1882,0918.6628","","","","","","Clay tablet; fragment; Enlil Balag; colophon; Late Babylonian.","5,72","5,08","","Sippar","","","WGL 10251","","",""
"BM.66639","","344618","1882,0918.6632","","","","","","Clay tablet; fragment; account of sheep; Late Babylonian.","6,03","6,67","","Sippar","","","WGL 09515-6","","",""
"BM.66640","P349669","344617","1882,0918.6633","","","AOAT 275, 522, BM 066640","","","Clay tablet; fragment; school exercise; lexical; literary extracts; Late Babylonian.","3,81","7,3","","Sippar","","","WGL 09887","","",""
"BM.66656","P349671","344601","1882,0918.6649","","","AOAT 275, 523, BM 066656","","","Clay tablet; fragment; lexical; Hh IV; Late Babylonian.","5,08","4,45","","Sippar","","","WGL 10251-52","","",""
"BM.66660","","344596","1882,0918.6654","","","","","","Clay tablet; fragment; incantation; Late Babylonian.","3,18","2,86","","Sippar","","","WGL 10251-52","","",""
"BM.66869","","344387","1882,0918.6863","","","","","","Clay tablet; fragment; literary; disputation(?); Late Babylonian.","4,13","5,72","","Sippar","","","WGL 09880 ₤ WGL 10252","","",""
"BM.66873","","344383","1882,0918.6867","","","","","","Clay tablet; fragment; commentary on TDP XVIII; Late Babylonian.","2,86","4,76","","Sippar","","","WGL 09840","","",""
